trans_id,lang,translation
日出本町,zh-cn,日出本町
日出本町,zh-tw,日出本町
祇園,ja,祇園
祇園,ja-Hrkt,ぎおん
国東中学校前,ja,国東中学校前
国東中学校前,ja-Hrkt,くにさきちゅうがっこうまえ
県庁正門前,ja,県庁正門前
県庁正門前,ja-Hrkt,ｹﾝﾁﾖｳｾｲﾓﾝﾏｴ
県庁正門前,en,Kencho Seimon mae
県庁正門前,ko,켄초세이몬마에
県庁正門前,zh-cn,县厅正门前
県庁正門前,zh-tw,縣廳正門前
ｽｶｲﾀｳﾝ高崎ｾﾝﾀｰ前,ja,ｽｶｲﾀｳﾝ高崎ｾﾝﾀｰ前
ｽｶｲﾀｳﾝ高崎ｾﾝﾀｰ前,ja-Hrkt,すかいたうんたかさきせんたーまえ
中大山,ja,中大山
中大山,ja-Hrkt,なかおおやま
中大山,en,Naka Oyama
中大山,ko,나카오야마
中大山,zh-cn,中大山
中大山,zh-tw,中大山
高尾台公民館入口,ja,高尾台公民館入口
高尾台公民館入口,ja-Hrkt,たかおだいこうみんかんいりぐち
高尾台公民館入口,en,Takaodai Kominkan Iriguchi
高尾台公民館入口,ko,다카오다이코민칸이리구치
高尾台公民館入口,zh-cn,高尾台公民馆入口
高尾台公民館入口,zh-tw,高尾台公民館入口
別府医療センター入口,ja,別府医療センター入口
別府医療センター入口,ja-Hrkt,べっぷいりょうせんたーいりぐち
別府医療センター入口,en,Beppu Iryo Center Iriguchi
別府医療センター入口,ko,벳푸이료센터이리구치
別府医療センター入口,zh-cn,别府医疗中心入口
別府医療センター入口,zh-tw,別府醫療中心入口
十条,ja,十条
十条,ja-Hrkt,じゅうじょう
十条,en,Jujo
十条,ko,주조
十条,zh-cn,十条
十条,zh-tw,十條
別府医療センター前,ja,別府医療センター前
別府医療センター前,ja-Hrkt,べっぷいりょうせんたーまえ
別府医療センター前,en,Beppu Iryo Center Mae
別府医療センター前,ko,벳푸이료센터마에
別府医療センター前,zh-cn,别府医疗中心前
別府医療センター前,zh-tw,別府醫療中心前
浜町,ja,浜町
浜町,ja-Hrkt,はままち
亀川亀陽泉前,ja,亀川亀陽泉前
亀川亀陽泉前,ja-Hrkt,かめがわきようせんまえ
亀川亀陽泉前,en,Kamegawa Kiyosen Mae
亀川亀陽泉前,ko,가메가와키요센마에
亀川亀陽泉前,zh-cn,龟川龟阳泉前
亀川亀陽泉前,zh-tw,龜川龜陽泉前
富士見六丁目,ja,富士見六丁目
富士見六丁目,ja-Hrkt,ふじみろくちょうめ
弁天宮前,ja,弁天宮前
弁天宮前,ja-Hrkt,べんてんぐうまえ
弁天宮前,en,Bentengu Mae
弁天宮前,ko,벤텐구마에
弁天宮前,zh-cn,弁天宫前
弁天宮前,zh-tw,弁天宮前
駄の原豊和銀行前,en,Danoharu Howa Ginko Mae
駄の原豊和銀行前,ko,다노하루호와긴코마에
駄の原豊和銀行前,zh-cn,驮之原丰和银行前
駄の原豊和銀行前,zh-tw,馱之原豐和銀行前
大分市営グランド前,en,Oita Shiei Ground Mae
大分市営グランド前,ko,오이타시에이그랜드마에
大分市営グランド前,zh-cn,大分市营运动场前
大分市営グランド前,zh-tw,大分市營運動場前
娘田,ja,娘田
娘田,ja-Hrkt,むすめだ
幸通り,ja,幸通り
幸通り,ja-Hrkt,しあわせどおり
幸通り,en,Shiawase Dori
幸通り,ko,시아와세도리
幸通り,zh-cn,幸通
幸通り,zh-tw,幸通
大藪,ja,大藪
大藪,ja-Hrkt,おおやぶ
若宮入口,ja,若宮入口
若宮入口,ja-Hrkt,わかみやいりぐち
若宮入口,en,Wakamiya Iriguchi
若宮入口,ko,와카미야이리구치
若宮入口,zh-cn,若宫入口
若宮入口,zh-tw,若宮入口
本庄,ja,本庄
本庄,ja-Hrkt,ほんじょう
矢黒入口,ja,矢黒入口
矢黒入口,ja-Hrkt,やぐろいりぐち
矢黒入口,en,Yaguro Iriguchi
矢黒入口,ko,야구로이리구치
矢黒入口,zh-cn,矢黑入口
矢黒入口,zh-tw,矢黑入口
亀川駅,ja,亀川駅
亀川駅,ja-Hrkt,かめがわえきまえ
日出,ja,日出
日出,ja-Hrkt,ひじ
日出,en,Hiji
日出,ko,히지
日出,zh-cn,日出
日出,zh-tw,日出
一の坂,ja,一の坂
一の坂,ja-Hrkt,いちのさか
春木川,ja,春木川
春木川,ja-Hrkt,はるきがわ
関の江公園前,ja,関の江公園前
関の江公園前,ja-Hrkt,せきのえこうえんまえ
関の江公園前,en,Sekinoe Koen Mae
関の江公園前,ko,세키노에코엔마에
関の江公園前,zh-cn,关之江公园前
関の江公園前,zh-tw,關之江公園前
杵築バスターミナル,ja,杵築バスターミナル
杵築バスターミナル,ja-Hrkt,きつきばすたーみなる
杵築バスターミナル,en,Kitsuki Bus Terminal
杵築バスターミナル,ko,기쓰키버스터미널
杵築バスターミナル,zh-cn,杵筑巴士总站
杵築バスターミナル,zh-tw,杵築巴士總站
豊岡小学校入口,ja,豊岡小学校入口
豊岡小学校入口,ja-Hrkt,とよおかしょうがっこういりぐち
豊岡小学校入口,en,Toyooka Shogakko Iriguchi
豊岡小学校入口,ko,도요오카쇼갓코이리구치
豊岡小学校入口,zh-cn,丰冈小学校入口
豊岡小学校入口,zh-tw,豐岡小學校入口
無田,ja,無田
無田,ja-Hrkt,むた
無田,en,Muta
無田,ko,무타
無田,zh-cn,无田
無田,zh-tw,無田
由布院駅前,ja,由布院駅前
由布院駅前,ja-Hrkt,ゆふいんえきまえ
由布院駅前,en,Yufuin Eki Mae
由布院駅前,ko,유후인에키마에
由布院駅前,zh-cn,由布院站前
由布院駅前,zh-tw,由布院站前
弁天１丁目,ja,弁天１丁目
弁天１丁目,ja-Hrkt,べんてんいっちょうめ
六勝園,ja,六勝園
六勝園,ja-Hrkt,ろくしょうえん
両郡橋,ja,両郡橋
両郡橋,ja-Hrkt,りょうぐんばし
両郡橋,en,Ryogumbashi
両郡橋,ko,료군바시
両郡橋,zh-cn,两郡桥
両郡橋,zh-tw,兩郡橋
別府交通センター,ja,別府交通センター
別府交通センター,ja-Hrkt,べっぷこうつうせんたー
別府交通センター,en,Beppu Kotsu Center(For Beppu Sta・Mountain Side)
別府交通センター,ko,벳푸코쓰센터(벳푸에키방면・산측)
別府交通センター,zh-cn,别府交通中心(别府站方向・山边)
別府交通センター,zh-tw,別府交通中心(別府站方向・山邊)
古市,ja,古市
古市,ja-Hrkt,ふるいち
古市,en,Furuichi
古市,ko,후루이치
古市,zh-cn,古市
古市,zh-tw,古市
豊海三丁目,ja,豊海三丁目
豊海三丁目,ja-Hrkt,とよみさんちょうめ
豊海三丁目,en,Toyomi 3 Chome
豊海三丁目,ko,도요미산초메
豊海三丁目,zh-cn,丰海三丁目
豊海三丁目,zh-tw,豐海三丁目
中央通り④,ja,中央通り④
中央通り④,ja-Hrkt,ﾁｭｳｵｳﾄﾞｵﾘ4
中央通り④,en,Chuo Dori [Oitashi]
中央通り④,ko,추오도리 [오이타시]
中央通り④,zh-cn,中央通［大分市］
中央通り④,zh-tw,中央通［大分市］
深町,ja,深町
深町,ja-Hrkt,ふかまち
別府浜町,ja,別府浜町
別府浜町,ja-Hrkt,べっぷはままち
別府浜町,en,Beppu Hamamachi
別府浜町,ko,벳푸하마마치
別府浜町,zh-cn,别府滨町
別府浜町,zh-tw,別府濱町
田室町,ja,田室町
田室町,ja-Hrkt,たむろまち
胡麻ヶ坂,ja,胡麻ヶ坂
胡麻ヶ坂,ja-Hrkt,ごまがさか
照波園,ja,照波園
照波園,ja-Hrkt,しょうはえん（べっぷけいりんじょうまえ）
照波園,en,Shohaen
照波園,ko,쇼하엔
照波園,zh-cn,照波园
照波園,zh-tw,照波園
安岐,ja,安岐
安岐,ja-Hrkt,あき
安岐,en,Aki
安岐,ko,아키
安岐,zh-cn,安岐
安岐,zh-tw,安岐
西の台入口,ja,西の台入口
西の台入口,ja-Hrkt,にしのだいいりぐち
西の台入口,en,Nishinodai Iriguchi
西の台入口,ko,니시노다이이리구치
西の台入口,zh-cn,西之台入口
西の台入口,zh-tw,西之台入口
弁天三丁目,ja,弁天三丁目
弁天三丁目,ja-Hrkt,べんてんさんちょうめ
コンパルホール入口,ja,コンパルホール入口
コンパルホール入口,ja-Hrkt,こんぱるほーるいりぐち
上人ヶ浜公園前,ja,上人ヶ浜公園前
上人ヶ浜公園前,ja-Hrkt,しょうにんがはまこうえんまえ
上人ヶ浜公園前,en,Shoningahama Koen Mae
上人ヶ浜公園前,ko,쇼닌가하마코엔마에
上人ヶ浜公園前,zh-cn,上人滨公园前
上人ヶ浜公園前,zh-tw,上人濱公園前
宮川橋,ja,宮川橋
宮川橋,ja-Hrkt,みやかわばし
上春日町,ja,上春日町
上春日町,ja-Hrkt,かみかすがまち
国東市民病院前,ja,国東市民病院前
国東市民病院前,ja-Hrkt,くにさきしみんびょういんまえ
餅ヶ浜,ja,餅ヶ浜
餅ヶ浜,ja-Hrkt,もちがはま
餅ヶ浜,en,Mochigahama
餅ヶ浜,ko,모치가하마
餅ヶ浜,zh-cn,饼滨
餅ヶ浜,zh-tw,餅濱
ジャパンセミコンダクター入口,ja,ジャパンセミコンダクター入口
ジャパンセミコンダクター入口,ja-Hrkt,じゃぱんせみこんだくたーいりぐち
大道校区公民館前,ja,大道校区公民館前
大道校区公民館前,ja-Hrkt,おおみちこうくこうみんかんまえ
東大道2丁目,ja,東大道2丁目
東大道2丁目,ja-Hrkt,ひがしおおみちにちょうめ
杵築中学校前,ja,杵築中学校前
杵築中学校前,ja-Hrkt,きつきちゅうがっこうまえ
杵築中学校前,en,Kitsuki Chugakko Mae
杵築中学校前,ko,기쓰키추갓코마에
杵築中学校前,zh-cn,杵筑中学校前
杵築中学校前,zh-tw,杵築中學校前
関の江３丁目,ja,関の江３丁目
関の江３丁目,ja-Hrkt,せきのえさんちょうめ
関の江３丁目,en,Sekinoe 3 Chome
関の江３丁目,ko,세키노에산초메
関の江３丁目,zh-cn,关之江３丁目
関の江３丁目,zh-tw,關之江３丁目
豊岡小学校前,ja,豊岡小学校前
豊岡小学校前,ja-Hrkt,とよおかしょうがっこうまえ
田深,ja,田深
田深,ja-Hrkt,たぶか
王子中町,ja,王子中町
王子中町,ja-Hrkt,おうじなかまち
新川,ja,新川
新川,ja-Hrkt,しんかわ
北奈多,ja,北奈多
北奈多,ja-Hrkt,きたなだ
武蔵,ja,武蔵
武蔵,ja-Hrkt,むさし
武蔵,en,Musashi
武蔵,ko,무사시
武蔵,zh-cn,武藏
武蔵,zh-tw,武藏
春日浦,ja,春日浦
春日浦,ja-Hrkt,かすがうら
大西,ja,大西
大西,ja-Hrkt,おおにし
大西,en,Onishi
大西,ko,오니시
大西,zh-cn,大西
大西,zh-tw,大西
別府交通ｾﾝﾀー/観光港,ja,別府交通ｾﾝﾀー/観光港
別府交通ｾﾝﾀー/観光港,ja-Hrkt,べっぷこうつうせんたー/かんこうこう
上坂本,ja,上坂本
上坂本,ja-Hrkt,うわさかもと
上坂本,en,Uwasakamoto
上坂本,ko,우와사카모토
上坂本,zh-cn,上坂本
上坂本,zh-tw,上坂本
石垣九丁目,ja,石垣九丁目
石垣九丁目,ja-Hrkt,いしがききゅうちょうめ
石垣九丁目,en,Ishigaki 9 Chome
石垣九丁目,ko,이시가키큐초메
石垣九丁目,zh-cn,石垣九丁目
石垣九丁目,zh-tw,石垣九丁目
小城入口,ja,小城入口
小城入口,ja-Hrkt,おぎいりぐち
小城入口,en,Ogi Iriguchi
小城入口,ko,오기이리구치
小城入口,zh-cn,小城入口
小城入口,zh-tw,小城入口
国東港,ja,国東港
国東港,ja-Hrkt,くにさきこう
国東港,en,Kunisakiko
国東港,ko,구니사키항
国東港,zh-cn,国东港
国東港,zh-tw,國東港
黒津崎国民休養地入口,ja,黒津崎国民休養地入口
黒津崎国民休養地入口,ja-Hrkt,くろつざきこくみんきゅうようちいりぐち
黒津崎国民休養地入口,en,Kurotsuzaki Kokumin Kyuyochi Iriguchi
黒津崎国民休養地入口,ko,구로쓰자키코쿠민큐요치이리구치
黒津崎国民休養地入口,zh-cn,黑津崎国民休养地入口
黒津崎国民休養地入口,zh-tw,黑津崎國民休養地入口
あおば公園前,ja,あおば公園前
あおば公園前,ja-Hrkt,あおばこうえんまえ
竹町,ja,竹町
竹町,ja-Hrkt,たけまち
ホルトホール大分,ja,ホルトホール大分
ホルトホール大分,ja-Hrkt,ほるとほーるおおいた
ホルトホール大分,en,Horuto Hall Oita
ホルトホール大分,ko,홀토홀오이타
ホルトホール大分,zh-cn,杜英大廳大分
ホルトホール大分,zh-tw,杜英大厅大分
日出役場前,ja,日出役場前
日出役場前,ja-Hrkt,ひじやくばまえ
大神駅前,ja,大神駅前
大神駅前,ja-Hrkt,おおがえきまえ
大神駅前,en,Oga Eki Mae
大神駅前,ko,오가에키마에
大神駅前,zh-cn,大神站前
大神駅前,zh-tw,大神站前
王子南町,ja,王子南町
王子南町,ja-Hrkt,おうじみなみまち
春日町小学校前,ja,春日町小学校前
春日町小学校前,ja-Hrkt,かすがまちしょうがっこうまえ
亀川駅,en,Kamegawa Station(To APU)
亀川駅,ko,가메가와에키(APU행)
亀川駅,zh-cn,龟川站(APU线)
亀川駅,zh-tw,龜川站(APU線)
千騎,ja,千騎
千騎,ja-Hrkt,せんぎ
千騎,en,Sengi
千騎,ko,센기
千騎,zh-cn,千骑
千騎,zh-tw,千騎
富士見四丁目,ja,富士見四丁目
富士見四丁目,ja-Hrkt,ふじみよんちょうめ
富士見四丁目,en,Fujimi 4 Chome
富士見四丁目,ko,후지미욘초메
富士見四丁目,zh-cn,富士见四丁目
富士見四丁目,zh-tw,富士見四丁目
志口,ja,志口
志口,ja-Hrkt,しぐち
志口,en,Shiguchi
志口,ko,시구치
志口,zh-cn,志口
志口,zh-tw,志口
北中,ja,北中
北中,ja-Hrkt,きたじゅう
北中,en,Kitaju
北中,ko,기타주
北中,zh-cn,北中
北中,zh-tw,北中
春日町小学校前,en,Kasugamachi Shogakko Mae
春日町小学校前,ko,가스가마치쇼갓코마에
春日町小学校前,zh-cn,春日町小学校前
春日町小学校前,zh-tw,春日町小學校前
横町,ja,横町
横町,ja-Hrkt,よこまち（くにさきし）
春木,ja,春木
春木,ja-Hrkt,はるき
春木,en,Haruki
春木,ko,하루키
春木,zh-cn,春木
春木,zh-tw,春木
机張原,en,Kichobaru
机張原,ko,기초바루
机張原,zh-cn,机张原
机張原,zh-tw,機張原
穴井,ja,穴井
穴井,ja-Hrkt,あない
穴井,en,Anai
穴井,ko,아나이
穴井,zh-cn,穴井
穴井,zh-tw,穴井
柞原,ja,柞原
柞原,ja-Hrkt,いすはら
柞原,en,Yusuhara
柞原,ko,유스하라
柞原,zh-cn,柞原
柞原,zh-tw,柞原
下野田,ja,下野田
下野田,ja-Hrkt,しものだ
大神,ja,大神
大神,ja-Hrkt,おおが
昭和通り,ja,昭和通り
昭和通り,ja-Hrkt,しようわどおり
西大分,en,Nishi Oita
西大分,ko,니시오이타
西大分,zh-cn,西大分
西大分,zh-tw,西大分
深町,en,Fukamachi
深町,ko,후카마치
深町,zh-cn,深町
深町,zh-tw,深町
美里,ja,美里
美里,ja-Hrkt,みさと
美里,en,Misato
美里,ko,미사토
美里,zh-cn,美里
美里,zh-tw,美里
浜脇,ja,浜脇
浜脇,ja-Hrkt,はまわき
浜脇,en,Hamawaki
浜脇,ko,하마와키
浜脇,zh-cn,滨胁
浜脇,zh-tw,濱脇
季の坂入口,en,Kinosaka Iriguchi
季の坂入口,ko,기노사카이리구치
季の坂入口,zh-cn,季之坂入口
季の坂入口,zh-tw,季之坂入口
つつじヶ丘団地前,ja,つつじヶ丘団地前
つつじヶ丘団地前,ja-Hrkt,つつじがおかだんちまえ
弁天前,ja,弁天前
弁天前,ja-Hrkt,べんてんまえ
石垣幸橋,ja,石垣幸橋
石垣幸橋,ja-Hrkt,いしがきさいわいばし
石垣幸橋,en,Ishigaki Saiwaibashi
石垣幸橋,ko,이시가키사이와이바시
石垣幸橋,zh-cn,石垣幸桥
石垣幸橋,zh-tw,石垣幸橋
にじが丘公民館前,ja,にじが丘公民館前
にじが丘公民館前,ja-Hrkt,にじがおかこうみんかんまえ
にじが丘公民館前,en,Nijigaoka Kominkan Mae
にじが丘公民館前,ko,니지가오카코민칸마에
にじが丘公民館前,zh-cn,虹丘公民馆前
にじが丘公民館前,zh-tw,虹丘公民館前
高崎一丁目,ja,高崎一丁目
高崎一丁目,ja-Hrkt,たかさきいっちょうめ
高崎一丁目,en,Takasaki 1 Chome
高崎一丁目,ko,다카사키잇초메
高崎一丁目,zh-cn,高崎一丁目
高崎一丁目,zh-tw,高崎一丁目
温水団地入口,ja,温水団地入口
温水団地入口,ja-Hrkt,ぬくみだんちいりぐち
温水団地入口,en,Nukumi Danchi Iriguchi
温水団地入口,ko,누쿠미단치이리구치
温水団地入口,zh-cn,温水团地入口
温水団地入口,zh-tw,溫水團地入口
天神前,ja,天神前
天神前,ja-Hrkt,てんじんまえ
天神前,en,Tenjin Mae
天神前,ko,덴진마에
天神前,zh-cn,天神前
天神前,zh-tw,天神前
ｽｶｲﾀｳﾝ高崎ｾﾝﾀｰ前,en,Sky Town Takasaki Center Mae
ｽｶｲﾀｳﾝ高崎ｾﾝﾀｰ前,ko,스카이타운타카사키센터마에
ｽｶｲﾀｳﾝ高崎ｾﾝﾀｰ前,zh-cn,蓝天城高崎中心前
ｽｶｲﾀｳﾝ高崎ｾﾝﾀｰ前,zh-tw,藍天城高崎中心前
上野田,ja,上野田
上野田,ja-Hrkt,かみのだ
上野田,en,Kaminoda [Kitsukishi]
上野田,ko,가미노다 [기쓰키시]
上野田,zh-cn,上野田［杵筑市］
上野田,zh-tw,上野田［杵築市］
娘田,en,Musumeda
娘田,ko,무스메다
娘田,zh-cn,娘田
娘田,zh-tw,娘田
西春日町,ja,西春日町
西春日町,ja-Hrkt,にしかすがまち
別府駅前,ja,別府駅前
別府駅前,ja-Hrkt,べっぷえきまえ
別府駅前,en,Beppu Eki Mae
別府駅前,ko,벳푸에키마에
別府駅前,zh-cn,别府站前
別府駅前,zh-tw,別府站前
池の内,ja,池の内
池の内,ja-Hrkt,いけのうち
豊岡駅前,ja,豊岡駅前
豊岡駅前,ja-Hrkt,とよおかえきまえ
王子町,ja,王子町
王子町,ja-Hrkt,おうじまち
王子町,en,Ojimachi
王子町,ko,오지마치
王子町,zh-cn,王子町
王子町,zh-tw,王子町
南石垣,ja,南石垣
南石垣,ja-Hrkt,みなみいしがき
南石垣,en,Minami Ishigaki
南石垣,ko,미나미이시가키
南石垣,zh-cn,南石垣
南石垣,zh-tw,南石垣
赤山,ja,赤山
赤山,ja-Hrkt,あかやま
大分中央署前,ja,大分中央署前
大分中央署前,ja-Hrkt,おおいたちゅうおうしょまえ
関の江海水浴場前,en,Sekinoe Kaisui Yokujo Mae
関の江海水浴場前,ko,세키노에카이스이요쿠조마에
関の江海水浴場前,zh-cn,关之江海水浴场前
関の江海水浴場前,zh-tw,關之江海水浴場前
上糸原,ja,上糸原
上糸原,ja-Hrkt,かみいとはる
上糸原,en,Kami Itoharu
上糸原,ko,가미이토하루
上糸原,zh-cn,上糸原
上糸原,zh-tw,上糸原
北新田,en,Kita Shinden
北新田,ko,기타신덴
北新田,zh-cn,北新田
北新田,zh-tw,北新田
古市入江橋,ja,古市入江橋
古市入江橋,ja-Hrkt,ふるいちいりえばし
古市入江橋,en,Furuichi Iriebashi
古市入江橋,ko,후루이치이리에바시
古市入江橋,zh-cn,古市入江桥
古市入江橋,zh-tw,古市入江橋
田深,en,Tabuka
田深,ko,다부카
田深,zh-cn,田深
田深,zh-tw,田深
南須賀入口,ja,南須賀入口
南須賀入口,ja-Hrkt,みなみすがいりぐち
南須賀入口,en,Minami Suga Iriguchi
南須賀入口,ko,미나미스가이리구치
南須賀入口,zh-cn,南须贺入口
南須賀入口,zh-tw,南須賀入口
松屋寺入口,ja,松屋寺入口
松屋寺入口,ja-Hrkt,しょうおくじいりぐち
東別府駅前,en,Higashi Beppu Eki Mae
東別府駅前,ko,히가시벳푸에키마에
東別府駅前,zh-cn,东别府站前
東別府駅前,zh-tw,東別府站前
王子西町,ja,王子西町
王子西町,ja-Hrkt,おうじにしまち
王子西町,en,Oji Nishimachi
王子西町,ko,오지니시마치
王子西町,zh-cn,王子西町
王子西町,zh-tw,王子西町
