trans_id,lang,translation
中学校前,zh-cn,初中门前
中学校前,zh-tw,初中門前
中学校前,ko,중학교 앞
中学校前,ja-Hrkt,ちゅうがっこうまえ
中学校前,en,Chinese school
井手淵,ja,井手淵
井手淵,zh-cn,井手渊
井手淵,zh-tw,井手淵
井手淵,ko,이데 후치
井手淵,ja-Hrkt,いでぶち
井手淵,en,Idebuchi
挾間中学校入口,ja,挾間中学校入口
挾間中学校入口,zh-cn,挾间中学入口
挾間中学校入口,zh-tw,挾間中學入口
挾間中学校入口,ko,지마 중학교 입구
挾間中学校入口,ja-Hrkt,はさまちゅうがっこういりぐち
挾間中学校入口,en,Hasamachu school entrance
玉来駅前,ja,玉来駅前
玉来駅前,zh-cn,玉来站前
玉来駅前,zh-tw,玉来站前
玉来駅前,ko,타마라이역 앞
玉来駅前,ja-Hrkt,たまらいえきまえ
玉来駅前,en,Tamarai Ekimae
向の原,ja,向の原
向の原,zh-cn,向之原
向の原,zh-tw,向之原
向の原,ko,향의 원
向の原,ja-Hrkt,むかいのはる
向の原,en,Opposite Haru
四ッ口,ja,四ッ口
四ッ口,zh-cn,四嘴
四ッ口,zh-tw,四嘴
四ッ口,ko,4구
四ッ口,ja-Hrkt,よつくち
四ッ口,en,Yotsukuchi
猿口,ja,猿口
猿口,zh-cn,猴嘴
猿口,zh-tw,猴嘴
猿口,ko,원숭이
猿口,ja-Hrkt,さるぐち
猿口,en,monkey
宮城台小学校入口,ja,宮城台小学校入口
宮城台小学校入口,zh-cn,宫城台小学校门
宮城台小学校入口,zh-tw,宮城台小學校門
宮城台小学校入口,ko,미야기다이 초등학교 입구
宮城台小学校入口,ja-Hrkt,みやぎだいしょうがっこういりぐち
宮城台小学校入口,en,Miyagi University
東福寺,ja,東福寺
東福寺,zh-cn,东福寺
東福寺,zh-tw,東福寺
東福寺,ko,도후쿠지
東福寺,ja-Hrkt,とうふくじ
東福寺,en,tofu lottery
上飛田川,ja,上飛田川
上飛田川,zh-cn,上飞田川
上飛田川,zh-tw,上飛田川
上飛田川,ko,카미히타가와
上飛田川,ja-Hrkt,かみひだがわ
上飛田川,en,Kamihide River
才神橋,ja,才神橋
才神橋,zh-cn,才神桥
才神橋,zh-tw,才神橋
才神橋,ko,재신 다리
才神橋,ja-Hrkt,としのかみばし
才神橋,en,Toshi no Kamibashi
下木,ja,下木
下木,zh-cn,下木
下木,zh-tw,下木
下木,ko,시모키
下木,ja-Hrkt,したぎ
下木,en,underwear
中高,ja,中高
中高,zh-cn,中高
中高,zh-tw,中高
中高,ko,중고
中高,ja-Hrkt,なかたか
中高,en,Nakataka
公民館前,ja,公民館前
公民館前,zh-cn,市民馆前
公民館前,zh-tw,市民館前
公民館前,ko,공민관 앞
公民館前,ja-Hrkt,こうみんかんまえ
公民館前,en,Kominkan mae
栗の木,ja,栗の木
栗の木,zh-cn,栗之木
栗の木,zh-tw,栗之木
栗の木,ko,밤나무
栗の木,ja-Hrkt,くりのき
栗の木,en,Kurinoki
向原,ja,向原
向原,zh-cn,向原
向原,zh-tw,向原
向原,ko,무코하라
向原,ja-Hrkt,むかいばる
向原,en,Face to face
都野,ja,都野
都野,zh-cn,都野
都野,zh-tw,都野
都野,ko,토노
都野,ja-Hrkt,みやこの
都野,en,Miyako's
竹田市役所,ja,竹田市役所
竹田市役所,zh-cn,竹田市役所
竹田市役所,zh-tw,竹田市役所
竹田市役所,ko,다케다시청
竹田市役所,ja-Hrkt,たけたしやくしょ
竹田市役所,en,Taketashi Yakusho
久保入口,ja,久保入口
久保入口,zh-cn,久保入口
久保入口,zh-tw,久保入口
久保入口,ko,쿠보 입구
久保入口,ja-Hrkt,くぼいりぐち
久保入口,en,Kuboiriguchi
内ヶ倉入口,ja,内ヶ倉入口
内ヶ倉入口,zh-cn,内仓入口
内ヶ倉入口,zh-tw,內倉入口
内ヶ倉入口,ko,우치가쿠라 입구
内ヶ倉入口,ja-Hrkt,うちがくらいりぐち
内ヶ倉入口,en,home
山川,ja,山川
山川,zh-cn,山川
山川,zh-tw,山川
山川,ko,야마가와
山川,ja-Hrkt,やまがわ
山川,en,Yamagawa
上高伏,ja,上高伏
上高伏,zh-cn,上高伏
上高伏,zh-tw,上高伏
上高伏,ko,가미코부시
上高伏,ja-Hrkt,かみたかぶし
上高伏,en,Kamitakabushi
黒岩,ja,黒岩
黒岩,zh-cn,黑岩
黒岩,zh-tw,黑岩
黒岩,ko,흑암
黒岩,ja-Hrkt,くろいわ
黒岩,en,Kuroiwa
農林センター前,ja,農林センター前
農林センター前,zh-cn,农林中心前
農林センター前,zh-tw,農林中心前
農林センター前,ko,농림 센터 앞
農林センター前,ja-Hrkt,のうりんせんたーまえ
農林センター前,en,in front of Nourin Center
池の上,ja,池の上
池の上,zh-cn,池之上
池の上,zh-tw,池之上
池の上,ko,연못 위
池の上,ja-Hrkt,いけのうえ
池の上,en,Ike no Ue
馬場,ja,馬場
馬場,zh-cn,马場
馬場,zh-tw,馬場
馬場,ko,바바
馬場,ja-Hrkt,ばば
馬場,en,Baba
小倉峠,ja,小倉峠
小倉峠,zh-cn,小仓关
小倉峠,zh-tw,小倉關
小倉峠,ko,고쿠라 고개
小倉峠,ja-Hrkt,おぐらとうげ
小倉峠,en,ogura toge
下藤目,ja,下藤目
下藤目,zh-cn,下藤目
下藤目,zh-tw,下藤目
下藤目,ko,시모토메
下藤目,ja-Hrkt,しもふじめ
下藤目,en,Shimofujime
上藤目,ja,上藤目
上藤目,zh-cn,上藤目
上藤目,zh-tw,上藤目
上藤目,ko,카미토메
上藤目,ja-Hrkt,うわふじめ
上藤目,en,Uwafujime
荻支所福祉健康エリア前,ja,荻支所福祉健康エリア前
荻支所福祉健康エリア前,zh-cn,荻分所福利保健区前
荻支所福祉健康エリア前,zh-tw,荻分所福利保健區前
荻支所福祉健康エリア前,ko,오기지소 복지 건강 지역 앞
荻支所福祉健康エリア前,ja-Hrkt,おぎししょふくしけんこうえりあまえ
荻支所福祉健康エリア前,en,Ogishishofukushi Kenkoeria mae
竹田営業所,ja,竹田営業所
竹田営業所,zh-cn,竹田营业所
竹田営業所,zh-tw,竹田營業所
竹田営業所,ko,다케다 영업소
竹田営業所,ja-Hrkt,たけたえいぎょうしょ
竹田営業所,en,Taketa Eigyousho
馬門,ja,馬門
馬門,zh-cn,马门
馬門,zh-tw,馬門
馬門,ko,마문
馬門,ja-Hrkt,まかど
馬門,en,makado
豊後荻駅前,ja,豊後荻駅前
豊後荻駅前,zh-cn,丰后荻站前
豊後荻駅前,zh-tw,豐後荻站前
豊後荻駅前,ko,분고오기역 앞
豊後荻駅前,ja-Hrkt,ぶんごおぎえきまえ
豊後荻駅前,en,bungo station
篠原入口,ja,篠原入口
篠原入口,zh-cn,筱原入口
篠原入口,zh-tw,篠原入口
篠原入口,ko,시노하라 입구
篠原入口,ja-Hrkt,しのはらいりぐち
篠原入口,en,Shinohara Iguchi
森屋,ja,森屋
森屋,zh-cn,森屋
森屋,zh-tw,森屋
森屋,ko,모리야
森屋,ja-Hrkt,もりや
森屋,en,Moriya
上村,ja,上村
上村,zh-cn,上村
上村,zh-tw,上村
上村,ko,우에무라
上村,ja-Hrkt,かさむら
上村,en,Kasamura
上三砂,ja,上三砂
上三砂,zh-cn,上三砂
上三砂,zh-tw,上三砂
上三砂,ko,상삼사
上三砂,ja-Hrkt,かみみさご
上三砂,en,Kamimisago
恵良原,ja,恵良原
恵良原,zh-cn,恵良原
恵良原,zh-tw,恵良原
恵良原,ko,에라하라
恵良原,ja-Hrkt,えらはる
恵良原,en,Era Haru
萩迫入口,ja,萩迫入口
萩迫入口,zh-cn,萩迫入口
萩迫入口,zh-tw,萩迫入口
萩迫入口,ko,하기박 입구
萩迫入口,ja-Hrkt,はぎさこいりぐち
萩迫入口,en,Hagisakoiriguchi
冬田,ja,冬田
冬田,zh-cn,冬田
冬田,zh-tw,冬田
冬田,ko,후유다
冬田,ja-Hrkt,ふゆだ
冬田,en,Fuyuda
向谷,ja,向谷
向谷,zh-cn,向谷
向谷,zh-tw,向谷
向谷,ko,무카야
向谷,ja-Hrkt,むかいだに
向谷,en,across the street
南原入口,ja,南原入口
南原入口,zh-cn,南原入口
南原入口,zh-tw,南原入口
南原入口,ko,미나미하라 입구
南原入口,ja-Hrkt,みなみばるいりぐち
南原入口,en,Minamibaru Iriguchi
藤目,ja,藤目
藤目,zh-cn,藤目
藤目,zh-tw,藤目
藤目,ko,후지메
藤目,ja-Hrkt,ふじめ
藤目,en,Fujime
瓜作,ja,瓜作
瓜作,zh-cn,瓜作
瓜作,zh-tw,瓜作
瓜作,ko,瓜作
瓜作,ja-Hrkt,うりつくり
瓜作,en,Uri-zukuri
うえ原,ja,うえ原
うえ原,zh-cn,上原
うえ原,zh-tw,上原
うえ原,ko,우에하라
うえ原,ja-Hrkt,うえばる
うえ原,en,Uebaru
西玉来,ja,西玉来
西玉来,zh-cn,西玉来
西玉来,zh-tw,西玉来
西玉来,ko,니시타마라이
西玉来,ja-Hrkt,にしたまらい
西玉来,en,Nishimarai
常盤橋,ja,常盤橋
常盤橋,zh-cn,常盘桥
常盤橋,zh-tw,常盤橋
常盤橋,ko,토키와 다리
常盤橋,ja-Hrkt,ときわばし
常盤橋,en,Tokiwabashi
竹田温泉花水月,ja,竹田温泉花水月
竹田温泉花水月,zh-cn,竹田温泉花水月
竹田温泉花水月,zh-tw,竹田溫泉花水月
竹田温泉花水月,ko,다케다 온천 하나미즈키
竹田温泉花水月,ja-Hrkt,たけたおんせんはなみづき
竹田温泉花水月,en,Taketa Onsen Hanamizuki
炭竈,ja,炭竈
炭竈,zh-cn,炭炉
炭竈,zh-tw,炭爐
炭竈,ko,숯불
炭竈,ja-Hrkt,すみかまど
炭竈,en,Living room
名子山,ja,名子山
名子山,zh-cn,名子山
名子山,zh-tw,名子山
名子山,ko,나고야마
名子山,ja-Hrkt,なごやま
名子山,en,Nagoya
満徳寺前,ja,満徳寺前
満徳寺前,zh-cn,満德寺前
満徳寺前,zh-tw,満德寺前
満徳寺前,ko,만덕사 앞
満徳寺前,ja-Hrkt,まんとくじまえ
満徳寺前,en,Mantokuji mae
大分三愛メディカルセンター,ja,大分三愛メディカルセンター
大分三愛メディカルセンター,zh-cn,大分三爱医疗中心
大分三愛メディカルセンター,zh-tw,大分三愛醫療中心
大分三愛メディカルセンター,ko,오이타 삼애 메디컬 센터
大分三愛メディカルセンター,ja-Hrkt,おおいたさんあいめでぃかるせんたー
大分三愛メディカルセンター,en,Oitasan Ai Medical Center
筒井,ja,筒井
筒井,zh-cn,筒井
筒井,zh-tw,筒井
筒井,ko,츠츠이
筒井,ja-Hrkt,つつい
筒井,en,Poking
山王,ja,山王
山王,zh-cn,山王
山王,zh-tw,山王
山王,ko,산노
山王,ja-Hrkt,さんのお
山王,en,Mr.'s
鴫田公民館前,ja,鴫田公民館前
鴫田公民館前,zh-cn,鴫田公民馆前
鴫田公民館前,zh-tw,鴫田公民館前
鴫田公民館前,ko,쿠스다 공민관 앞
鴫田公民館前,ja-Hrkt,しぎたこうみんかんまえ
鴫田公民館前,en,Shigitakouminkan mae
中の迫,ja,中の迫
中の迫,zh-cn,中之迫
中の迫,zh-tw,中之迫
中の迫,ko,안의 박
中の迫,ja-Hrkt,なかのさこ
中の迫,en,Nakanosako
上町,ja,上町
上町,zh-cn,上町
上町,zh-tw,上町
上町,ko,우에마치
上町,ja-Hrkt,うわまち
上町,en,Uwamachi
政所,ja,政所
政所,zh-cn,政所
政所,zh-tw,政所
政所,ko,정소
政所,ja-Hrkt,まどころ
政所,en,Madokoro
鳥越,ja,鳥越
鳥越,zh-cn,鸟越
鳥越,zh-tw,鳥越
鳥越,ko,토리코시
鳥越,ja-Hrkt,とりごえ
鳥越,en,Takeover
山路,ja,山路
山路,zh-cn,山路
山路,zh-tw,山路
山路,ko,산로
山路,ja-Hrkt,やまじ
山路,en,Yamaji
疣水,ja,疣水
疣水,zh-cn,疣水
疣水,zh-tw,疣水
疣水,ko,사마귀
疣水,ja-Hrkt,いぼみず
疣水,en,wart water
釘小野,ja,釘小野
釘小野,zh-cn,釘小野
釘小野,zh-tw,釘小野
釘小野,ko,못 오노
釘小野,ja-Hrkt,くぎおの
釘小野,en,nail
雉が平,ja,雉が平
雉が平,zh-cn,雉平
雉が平,zh-tw,雉平
雉が平,ko,잉어가 평
雉が平,ja-Hrkt,きじがひら
雉が平,en,Kijigahira
久保,ja,久保
久保,zh-cn,久保
久保,zh-tw,久保
久保,ko,쿠보
久保,ja-Hrkt,くぼ
久保,en,Hollow
上新田,ja,上新田
上新田,zh-cn,上新田
上新田,zh-tw,上新田
上新田,ko,카미니타
上新田,ja-Hrkt,かみにいだ
上新田,en,Kamiida
田代,ja,田代
田代,zh-cn,田代
田代,zh-tw,田代
田代,ko,타시로
田代,ja-Hrkt,たしろ
田代,en,Tashiro
正法寺前,ja,正法寺前
正法寺前,zh-cn,正法寺前
正法寺前,zh-tw,正法寺前
正法寺前,ko,쇼호지마에
正法寺前,ja-Hrkt,しょうほうじまえ
正法寺前,en,Shohoji mae
高尾,ja,高尾
高尾,zh-cn,高尾
高尾,zh-tw,高尾
高尾,ko,타카오
高尾,ja-Hrkt,たかお
高尾,en,Takao
長湯,ja,長湯
長湯,zh-cn,长浴
長湯,zh-tw,長浴
長湯,ko,장탕
長湯,ja-Hrkt,ながゆ
長湯,en,Nagayu
平園,ja,平園
平園,zh-cn,平园
平園,zh-tw,平園
平園,ko,평원
平園,ja-Hrkt,ひらぞの
平園,en,Hirazono
檪木ダム入口,ja,檪木ダム入口
檪木ダム入口,zh-cn,檪木大坝的入口
檪木ダム入口,zh-tw,檪木大壩的入口
檪木ダム入口,ko,히로키 댐 입구
檪木ダム入口,ja-Hrkt,いちぎだむいりぐち
檪木ダム入口,en,Ichigidamuiriguchi
迫,ja,迫
迫,zh-cn,迫
迫,zh-tw,迫
迫,ko,박
迫,ja-Hrkt,さこ
迫,en,Sako
農協支所前,ja,農協支所前
農協支所前,zh-cn,农协支部前
農協支所前,zh-tw,農協支部前
農協支所前,ko,농협지소 앞
農協支所前,ja-Hrkt,のうきょうししょまえ
農協支所前,en,office
直入支所前,ja,直入支所前
直入支所前,zh-cn,分公司前
直入支所前,zh-tw,分公司前
直入支所前,ko,직입지소 앞
直入支所前,ja-Hrkt,なおいりししょまえ
直入支所前,en,Inoirisho mae
塩手入口,ja,塩手入口
塩手入口,zh-cn,Shiote入口
塩手入口,zh-tw,Shiote入口
塩手入口,ko,소금 수입구
塩手入口,ja-Hrkt,しおでいりぐち
塩手入口,en,Shioderiguchi
相原,ja,相原
相原,zh-cn,相原
相原,zh-tw,相原
相原,ko,아이하라
相原,ja-Hrkt,あいばる
相原,en,Ibaru
舞次,ja,舞次
舞次,zh-cn,舞蹈
舞次,zh-tw,舞蹈
舞次,ko,무차
舞次,ja-Hrkt,まいつぎ
舞次,en,maitsugi
桜町,ja,桜町
桜町,zh-cn,樱町
桜町,zh-tw,櫻町
桜町,ko,사쿠라마치
桜町,ja-Hrkt,さくらまち
桜町,en,Sakuramachi
下町,ja,下町
下町,zh-cn,下町
下町,zh-tw,下町
下町,ko,시모마치
下町,ja-Hrkt,しもまち
下町,en,Shimomachi
岩戸,ja,岩戸
岩戸,zh-cn,岩户
岩戸,zh-tw,岩戶
岩戸,ko,이와토
岩戸,ja-Hrkt,いわど
岩戸,en,Iwado
新町,ja,新町
新町,zh-cn,新町
新町,zh-tw,新町
新町,ko,신마치
新町,ja-Hrkt,しんまち
新町,en,Shinmachi
あざみ,ja,あざみ
あざみ,zh-cn,蓟
あざみ,zh-tw,薊
あざみ,ko,아자미
あざみ,ja-Hrkt,あざみ
あざみ,en,thistle
三船,ja,三船
三船,zh-cn,三船
三船,zh-tw,三船
三船,ko,미후네
三船,ja-Hrkt,みふね
三船,en,Mifune
クアパーク長湯,ja,クアパーク長湯
クアパーク長湯,zh-cn,Kua Park 长汤
クアパーク長湯,zh-tw,Kua Park 長湯
クアパーク長湯,ko,쿠아파크 장탕
クアパーク長湯,ja-Hrkt,くあぱーくながゆ
クアパーク長湯,en,Kua Park Nagayu
飛竜野入口,ja,飛竜野入口
飛竜野入口,zh-cn,飞龙野入口
飛竜野入口,zh-tw,飛龍野入口
飛竜野入口,ko,히류노 입구
飛竜野入口,ja-Hrkt,ひりゅうのいりぐち
飛竜野入口,en,Hiryu no Iriguchi
下志土知,ja,下志土知
下志土知,zh-cn,下志土知
下志土知,zh-tw,下志土知
下志土知,ko,시모시 토치
下志土知,ja-Hrkt,しもしとち
下志土知,en,Shimoshi Tochi
久住,ja,久住
久住,zh-cn,久住
久住,zh-tw,久住
久住,ko,쿠스미
久住,ja-Hrkt,くじゅう
久住,en,Kuju
八幡社前,ja,八幡社前
八幡社前,zh-cn,八幡社前
八幡社前,zh-tw,八幡社前
八幡社前,ko,하치만사 앞
八幡社前,ja-Hrkt,はちまんしゃまえ
八幡社前,en,Hachimansha mae
小学校前,ja,小学校前
小学校前,zh-cn,小学前
小学校前,zh-tw,小學前
小学校前,ko,초등학교 앞
小学校前,ja-Hrkt,しょうがっこうまえ
小学校前,en,before
鴫田,ja,鴫田
鴫田,zh-cn,鴫田
鴫田,zh-tw,鴫田
鴫田,ko,쿠스타
鴫田,ja-Hrkt,しぎた
鴫田,en,I passed
竹田本町,ja,竹田本町
竹田本町,zh-cn,竹田本町
竹田本町,zh-tw,竹田本町
竹田本町,ko,다케다 혼마치
竹田本町,ja-Hrkt,たけたほんまち
竹田本町,en,Taketa Honmachi
政所公民館前,ja,政所公民館前
政所公民館前,zh-cn,政所公民馆前
政所公民館前,zh-tw,政所公民館前
政所公民館前,ko,정공 공민관 앞
政所公民館前,ja-Hrkt,まどころこうみんかんまえ
政所公民館前,en,Madokorokominkan mae
市用,ja,市用
市用,zh-cn,市用
市用,zh-tw,市用
市用,ko,시용
市用,ja-Hrkt,いちもち
